type,content,article_id
lemma,"Let $\Phi:Q\to RS$ be a CP map. Then for $q\leq r\leq s$      \|\Phi\|_{cb, (Q:q)\to (R:r,S:s)}= \|\Phi\|^+_{cb, (Q:q)\to (R:r,S:s)},  and moreover for $q \geq r,s$      \|\Phi\|_{cb,( Q:q)\to (R:r,S:s)}= \|\Phi\|^+_{(Q:q)\to (R:r,S:s)}.",2502.01611
lemma,"Consider systems $AE$ with finite-dimensional Hilbert spaces, a classical system $X$ with basis elements labeled by $\mathbb{X}$ and a function $f:\mathbb{X}\to \mathbb{R}$. Define $\eta_0 = |A| (2^{\max_x f(x)} + 2^{-\min_x f(x)}) + 1$. For $\alpha \in (1,1+\frac{1}{\log \eta_0})$, we have for all states $\rho \in \cD(\cH_{EXA})$          H(A|XE)_{\rho} - \mathbb E_{x \sim \rho_X}[f(X)] - (\alpha-1) (\log \eta_0)^2 \leq H^{\uparrow,f}_\alpha(A|XE)_{\rho} \leq H(A|XE)_{\rho} - \mathbb E_{x \sim \rho_X}[f(X)]\,.          %uniformly over the set of states $\cD(\cH_{AXE})$ classical on $X$.",2502.01611
lemma,"%     Let $f:C\subset \mathbb R^d\to \mathbb R$ be a convex function on a convex set $C$. Let $A\in \mathbb R^{d'\times d}$. Let $g=\mathbb R^{d'}\to \mathbb R \cup \{+\infty\}$ be the generalized function  %     {rLL} %         g(y) =& \min_{x\in C} & f(x)\\ %             & \mathrm{subject\ to\ } & Ax = y %      %     where $g(y) = + \infty$ when the problem is infeasible. Then  %      %         \item $g(y)$ is a convex function %         \item For any $y\in \mathbb R^{d'}$ such that the problem is strictly feasible, there exists $\lambda_y\in \mathbb R^{d'}$ such that for all $y'$, $g(y') \geq g(y) + \lambda_y^T A (y'- y)$. %         \item Moreover if $f$ is bounded ($a\leq f(x)\leq b$, for all $x\in C$) and $y$ is such that there exists $x$ such that $y = Ax$ with $B(x,\delta)\subset S$ and $\delta>0$, then $||\lambda_y^T A||_2 \leq \frac{b-a}{\delta}$. %      %",2502.01611
lemma,"%  % Let $C\subset \mathbb R^d$ be closed convex set. Let $\delta>0$ and $x\in C'$ be such that $B(x,\delta)\subset C$, where $B(x,\delta)$ is the ball of radius $\delta$ centered at $x$. Let $f:C\to \mathbb R$ be a convex bounded function such that $a \leq f(x)\leq b$, for all $t\in C$. Let $f'_x:\mathbb R^d\mathcal \mathbb R$ be an affine function such that $f'_x(x) = f(x)$, and $f'_x(y)\leq f(y)$ for all $y\in C$. Then $||\grad f'_x||_2\leq \frac{a-b}{t}$. In particular the bound does not depend on $x$. %",2502.01611
theorem,"For $p\geq \frac{\log^{15} n}{n}$ with high probability we have  		\[\psi\left(D_{n,p} \right) = \delta^{\pm}\left(D_{n,p} \right).\]",2502.01631
theorem,"[Chernoff bound] 		 		Let $X\sim \Bin(n, p)$ and let $\EE[X] = \mu$. 		Then 		 			\item $\Pr[X < (1-\eta)\mu]<e^{-\eta^2\mu/2}$ for every $0 < \eta < 1$; 			\item $\Pr[X>(1+\eta)\mu] < e^{-\eta^2\mu/(2+\eta)}$ for every $\eta > 0$.",2502.01631
theorem,"[Gale-Ryser] 		 		A bipartite graph $G = (X \cup Y, E)$ with $|X| = |Y| = n$ contains an $r$-factor if and only if for all $A \subseteq X$ and $B \subseteq Y$, the following holds, 		 		 		e_G(A, B) \ge r\left(|A| + |B| - n \right).",2502.01631
theorem,"Let $\omega\left(\frac{\log^2 n}{n}\right)= p_0 \leq 1/2$. 		Then with high probability we have 		 		\delta_2(B_{n,p_0}) - \delta(B_{n,p_0}) \ge \frac{\sqrt{np_0}}{\log n}.",2502.01631
definition,"Given a digraph $D$ on $n$ vertices, a subset $X \subset V(D)$ and a real number $c \in [0,1]$, we say that a vertex $v \in X$ is \emph{$(X,c)$-heavy} if it has either at least $c|X|$ many out-neighbours or at least $c|X|$ many in-neighbours in $X$.",2502.01631
proof,"Recall that we generate $D'$ in few steps: First we expose a random bipartite graph $B'$ with edge-probability $p_0$, then we we extend it to a bipartite graph $B$ by considering the minimum degree vertices in each part of $B'$, and exposing all the edges incident to them with probability $p_1$, and lastly, we take a random permutation $\pi$ to generate $D'$, as explained in the procedure. 		Observe that, with high probability, the last part does not affect the minimum degree. 		Therefore, it is enough to show that with high probability $\delta(B) = \delta^{\pm}\left(D_{n,p} \right)$. 		 		By \Cref{thm:DegGap}, with high probability there is a unique vertex of minimum degree in $B'$, denote it by $x$, and the second minimum degree is $\delta_2(B') \ge \delta(B') + \frac{\sqrt{np_0}}{\log n}$. 		Then with high probability, after exposing edges from $x$ with probability $p_1$, we have $\deg_B(x) = \delta(B') + O(np_1)$. 		If we have $\frac{\sqrt{np_0}}{\log n} = \omega\left(np_1 \right)$ then $\deg_B(x) \le \delta_2(B') \le \delta_2(B)$ which means that $x$ has minimum degree in $B$ as well. 		Indeed, since $p_0 = \frac{p - p_1}{1 - p_1} \ge p - p_1 \ge \frac{p}{2}$, we get that 		\[\frac{\sqrt{np_0}}{\log n} \ge \frac{\sqrt{np}}{2\log n} = \omega\left(\frac{\sqrt{np}}{\log^2 n} \right) = \omega(np_1). \] 		So we have $\delta^{\pm}(D') = \delta(B) = \deg_B(x)$. 		 		Moreover, with high probability, for any $v \in [n]$ we have 		 		\deg^{\pm}_{D_{n,p}}(x) = \deg^{\pm}_{D'}(x) \le \deg^{\pm}_{D'}(v) \le \deg^{\pm}_{D_{n,p}}(v), 		 		where $\deg^{\pm}_D(v) \coloneqq \min \{\deg^-_D(v), \deg^+_D(v)\}$. 		Thus, with high probability we have $\delta^{\pm}\left(D_{n,p} \right) = \deg^{\pm}_{D_{n,p}}(x) = \deg^{\pm}_{D'}(x) = \delta^{\pm}(D')$.",2502.01631
proof,"Firstly, note that the graph generated at Step $1$ of Procedure~\ref{procedure:D} is the random binomial bipartite graph $B_{n,p_0}$. 		Using \Cref{lem:GaleRyser} it is enough to prove the following claim. 		 			 			With high probability, for any $X' \subseteq X$ and $Y' \subseteq Y$ we have 			 			 			e_{B}\left(X', Y' \right) \ge \delta\left(|X'| + |Y'| - n \right). 			 		 		 		 			Trivially, (\ref{eq:step4claim}) holds for any $X', Y'$ with $|X'| + |Y'| \le n$. 			Hence, let $X' \subseteq X$ and $Y' \subseteq Y$ be such that $|X'| + |Y'| \ge n+1$. 			Denote $x\coloneqq |X'|$, $y\coloneqq |Y'|$, and assume, without loss of generality, that $x \le y$. 			Let $\delta_2 \coloneqq \delta_2(B)$ and $\gamma \coloneqq \delta_2 - \delta$. 			Note that $X'$ might contain the min-degree vertex, but yet, we always have $e_B(X', Y) \ge \delta_2(x-1) + \delta$. 			Let $Z' \coloneqq Y \setminus Y'$ and $z \coloneqq |Z'|$, and note that since $x+y\geq n+1$ we have that $z \le x-1$. Assume towards a contradiction that $e_B(X',Y')< \delta (x+y-n)$. This implies that 			 			 			 			e_B(X', Z') &= e_B(X', Y) - e_B(X', Y') \\ 			&> (\delta+\gamma)(x-1) + \delta - \delta(x-z) \\ 			&= \gamma(x-1) + \delta z. 			 			 			We show that with high probability, for every $X'$ and $Z'$ as above, the inequality (\ref{eq:eXZ}) does not hold. 			 			\paragraph*{Case 1:} $x \leq \delta_2$. Since $z\leq x-1$ and $x-\delta\leq \delta_2-\delta=\gamma$, we have that  			$z(x-\delta)\leq \gamma (x-1)$. 			By rearranging we obtain that 			$e_B(X', Z') \leq xz\leq \gamma(x-1) + \delta z$, which contradicts (\ref{eq:eXZ}). 			 			 			\paragraph*{Case 2:}  			$\delta_2 < x  < \frac{n}{2e}$. 			Note that in this case $x = \omega(\gamma)$ and therefore we have that $\gamma(x-1)=(1-o(1))\gamma x$. 			Using the union bound, the probability of having sets $X'$ and $Z'$ for which (\ref{eq:eXZ}) holds is at most  			 			\sum_{\delta_2 < x < \frac{n}{2e}} \sum_{z\le x} \binom{n}{x} \binom{n}{z} \binom{xz}{\gamma x + \delta z} p^{\gamma x + \delta z} &\le \sum_{\delta_2 < x < \frac{n}{2e}} \left(\frac{en}{x} \right)^{2x} \sum_{z \le x} \left(\frac{exzp}{\gamma x + \delta z} \right)^{\gamma x + \delta z} \\ 			&\le \sum_{\delta_2 < x < \frac{n}{2e}} \left(\frac{en}{x} \right)^{2x} \sum_{z \le x} \left(\frac{exp}{\delta} \right)^{\gamma x} \\ 			&\le \sum_{\delta_2 < x < \frac{n}{2e}} \left(\frac{en}{x} \right)^{2x} \sum_{z \le x} \left(\frac{1.5ex}{n} \right)^{\gamma x} 			&=o(1),		 			 			where the last inequality holds since $\delta\geq \frac{2np}{3}$ and the last equality holds since $\gamma=\omega(1)$.  			 			 			\paragraph*{Case 3:} 			$\frac{n}{2e} \le x$ and $z < \frac{\gamma}{3p}$. 			For given $X'$ and $Z'$ we have 			 			\Pr\left[e_B(X',Z') > \gamma x + \delta z \right] \le \Pr\left[e_B(X',Z') > \gamma x \right] \le \binom{xz}{\gamma x}p^{\gamma x} \le \left(\frac{ezp}{\gamma} \right)^{\gamma x} < \left(\frac{e}{3} \right)^{\gamma x}. 			 			Recall that $\gamma = \omega(1)$ and $x\geq n/2e$ (so in particular we have $\gamma x=\omega(n)$) and therefore, by applying the union bound we obtain that the probability for such $X',Z'$ to exist is at most 			$$2^n\cdot  2^n\cdot \left(\frac{e}{3}\right)^{\omega(n)}=o(1).$$ 			 			 			\paragraph*{Case 4:} 			$\frac{n}{2e} \le x < n-\frac{n}{\log \log n}$ and $z\geq \frac{\gamma}{3p}= \omega\left(\frac{1}{p} \right)$. 			By \Cref{lem:deltaUppr} we have $\delta= np - 2\sqrt{np\log n} \ge np-\frac{np}{\log^2\log n}$. 			In particular, for $\eta=(\log\log n)^{-1}$ we have $(1+\eta)xp < \delta$, and hence $(1+\eta)xzp < \delta z$. 			Moreover, by combining \Cref{lem:deltaUppr} and \Cref{thm:DegGap} we get $\gamma \ge \frac{\sqrt{np_0}}{2\log n} \ge \log^6 n$, so $\gamma \eta^2=\omega(1)$. 			Therefore, by \Cref{Chernoff}, for given $X', Z'$ we have that 			 			\Pr\left[e_B(X',Z') > \gamma x + \delta z \right] \le \Pr\left[e_B(X',Z') > (1+\eta)xzp \right] \le e^{-\frac{\eta^2}{2+\eta}xzp}=2^{-\omega(n)}. 			 			Taking a union bound over all possible subsets, the probability for such $X',Z'$ to exist is at most 			$$2^n\cdot  2^n\cdot 2^{-\omega(n)}=o(1).$$ 			 			\paragraph*{Case 5:} 			$x\geq n-\frac{n}{\log\log n}$. 			Recall that $y\ge x$, so we also have $y \ge n - \frac{n}{\log\log n}$. 			Note that 			 			\frac{\delta}{n}xy - \delta(x+y-n) = \frac{\delta}{n}(n-x)(n-y) \ge 0, 			 			hence it is sufficient to show that with high probability we have $e_B(X',Y') \ge \frac{\delta}{n}xy$ for all such $X', Y'$. 			By \Cref{lem:deltaUppr} we know that with high probability we have $\delta \le np - \frac{1}{3}\sqrt{np\log n}$. 			We write 			 			\frac{\delta}{n}xy = xyp(1-\eta), 			 			where 			 			\eta = \frac{np - \delta}{np} \ge \frac{1}{3}\sqrt{\frac{\log n}{np}} > 0. 			 			Given $X',Y'$ as above, by \Cref{Chernoff} we get that 			 			\Pr\left[e_B(X',Y') < \frac{\delta}{n}xy \right] &= \Pr\left[e_B(X',Y') < xyp(1-\eta) \right] \le e^{-\frac{\eta^2}{2}xyp}=2^{-\omega(n)}. 			 			Taking a union bound over all possible subsets, we obtain that the probability for such $X',Y'$ to exist is at most $2^n\cdot 2^n\cdot 2^{-\omega(n)}=o(1)$. This completes the proof of the claim.",2502.01631
proof,"Let $\mathcal M$ be a collection of $r \le n$ edge-disjoint perfect matchings in $B$, and observe that every $M\in \mathcal M$ is translated into a $1$-factor in $D'$. 		Moreover, for every $M\neq M' \in \mathcal M$, since $M$ and $M'$ are edge-disjoint, it follows that they are being translated to edge-disjoint $1$-factors in $D'$. 		 		Next, observe that for a given $M\in \mathcal M$, by choosing $\pi\in S_n$ uniformly at random we have that the $1$-factor that $M$ is being mapped to in $D'$ corresponds to the cyclic form of a uniformly chosen permutation. 		Denote by $\sigma(\pi)$ and $\sigma(M)$ the numbers of cycles in $\pi$ and in $M$, repsectively. 		We use the simple and very nice fact from~\cite{ford2021cycle} stating that $\mathbb E\left[2^{\sigma(\pi)} \right] = n+1$. 		Therefore, by Markov inequality, we have that 		\[\Pr\left[\sigma(M) \ge 4\log n \right] \le \Pr\left[2^{\sigma(\pi)} \ge (n+1)^3 \right] \le \frac{1}{(n+1)^2}. \] 		Taking a union bound over all $M\in \mathcal M$ concludes the proof.",2502.01631
proof,"Let $\cM = \{M_1,\ldots,M_r\}$ be the collection of $r$ edge-disjoint perfect matchings in $B$, and let $v \in X$.         Let $\cF = \{F_1, \ldots, F_r \}$ be the collection of $r$ edge-disjoint $1$-factors in $D'$ such that for each $i \in [r]$ the perfect matching $M_i$ was mapped to the $1$-factor $F_i$ under $\pi$.         Given $i\in [r]$, we want to bound from above the probability that $F_i$ contains a cycle $C$ of length $|C|=t\ge \frac{n}{\log^3 n}$, such that $v$ has at least $\frac{1}{9}t$ neighbors in $C$.         We will then take a union bound over all vertices and all matchings (or $1$-factors).          Fix $t\ge \frac{n}{\log^3 n}$.         There are at most $\binom{\deg(v)}{t/9} \le \binom{2np}{t/9}$ many ways to choose $\frac{1}{9}t$ neighbours of $v$ in $Y$, and at most $\binom{n}{8t/9}$ many ways to choose the remaining vertices in $C$.         Let $T_i$ denote this set of $t$ vertices chosen in $Y$, and let $S_i \subseteq X$ be their neighbors in $M_i$.         The probability that $T_i\cup S_i$ is mapped into a cycle under $\pi$ is at most $\frac{(t-1)!}{\binom{n}{t}t!}=\frac{1}{t\binom{n}{t}}$. Therefore, the probability that $v$ is $(C,\frac 19)$-heavy for some $C$ of length $t$ in $F_i$ is at most                  	\frac{\binom{2np}{t/9} \binom{n}{8t/9}}{t\binom{n}{t}} \le \frac{\left(\frac{2enp}{t/9} \right)^{\frac{1}{9}t} \left(\frac{en}{8t/9} \right)^{\frac{8}{9}t}}{t \left(\frac{n}{t} \right)^t} = \frac{1}{t} \left(\frac{2(9e)^9}{8^8} \cdot p \right)^{\frac{1}{9}t} = o\left(\frac{1}{n^3} \right),                  where the last inequality follows as $t \ge \frac{n}{\log^3 n}$.         Taking a union bound over all $\frac{n}{\log^3 n} \le t \le n$, and over all vertices and matchings, completes the proof.",2502.01631
proof,"We bound from above the probability to output a FAILURE in Procedure~\ref{procedure:2cycles} by bounding from above the probability to fail in each of the steps that can actually result in  FAILURE (that is, step $2$, step $4$ and step $5$). 		Denote $m \coloneqq a+b$. 		 		\paragraph*{FAILURE at step $2$:} First note that since $v_1$ is not $\left(V', \frac{1}{8} \right)$-heavy, we have 		 		\left|\left\{\overrightarrow{v_1u} \in E' ~:~ u_- \in V(C) \right\} \right| &\ge \left|E'(v_1, V') \right| - \left|V(C^*) \right| \\ 		&\ge \tfrac{7}{8}m - a\\ 		&\ge \tfrac{b \log^7 n}{\sqrt{np}}, 		 		so at step $1$ of the procedure we have $E_1 \neq \emptyset$. 		Now recall that step $2$ outputs FAILURE if and only if no edge in $E_1$ was successfully exposed at step $1$. 		Since $\frac{b \log^7 n}{\sqrt{np}}$ many edges were exposed, each with probability $q$, and since $b \ge \frac{n}{4\log n}$, we get that the probability of this event to occur is at most 		 		(1-q)^{\frac{b\log^7 n}{\sqrt{np}}} \le e^{-\frac{qb \log^7 n}{\sqrt{np}}} \le e^{-\frac{q\sqrt{n}\log^6 n}{\sqrt{p}}} = e^{-\frac{1}{4}\log^2 n} = e^{-\omega(\log(np\log n))} = o\left(\tfrac{1}{np\log n} \right). 			 		 		\paragraph*{FAILURE at step $4$:} The conditions of \Cref{lem:join2cycles} immediately imply that the conditions of \Cref{lem:ManyRotationPaths} are satisfied too. 		Hence, with probability $1 - o\left(\frac{1}{np\log n} \right)$ there exist integers $t_{\ell}, t_r$ as required, and we have $\left|\END_{\ell}^{t_{\ell}} \right|, \left|\END_r^{t_r} \right| = \Omega\left(\frac{\log n}{\sqrt{q}} \right)$. 		In particular, this means that with probability $1 - o\left(\frac{1}{np\log n} \right)$ Step $4$ does not output FAILURE. 		 		\paragraph*{FAILURE at step $5$:} As $\left|\END_{\ell}^{t_{\ell}} \right|, \left|\END_r^{t_r} \right| = \Omega\left(\frac{\log n}{\sqrt{q}} \right)$, by the assumption of the lemma we get that 		\[|E_2| = \left|E'\left(\END_r^{t_r}, \END_{\ell}^{t_{\ell}} \right) \right| \ge \tfrac{1}{2} \left|\END_{\ell}^{t_{\ell}} \right| \left|\END_r^{t_r} \right| =  \Omega\left(\tfrac{\log^2 n}{q} \right). \] 		Step $5$ outputs FAILURE if and only if no edge in $E_2$ was successfully exposed. 		But since each edge in $E_2$ was exposed independently with probability $q$, the probability of this event to occur is at most $(1-q)^{\Omega (\log^2 n / q)} \le e^{-\Omega (\log^2 n)} =n^{-\omega(1)}$.",2502.01631
proof,"Procedure~\ref{procedure:factor} outputs FAILURE if and only if Procedure~\ref{procedure:2cycles} outputs FAILURE when applied at step $3$ for some $i \in [N]$. 		Hence, it is enough to show that whenever Procedure~\ref{procedure:2cycles} is applied, the conditions of \Cref{lem:join2cycles} are satisfied. 		 		Let $i \in [N]$. 		At the $i$th iteration of Procedure~\ref{procedure:factor}, we apply Procedure~\ref{procedure:2cycles} to the cycles $C, C_i$ as $C, C^*$, with $v_{C_i}, E'_i, q$. 		Note that conditions $1$--$2$ of this lemma imply conditions $1$--$2$ of \Cref{lem:join2cycles}, and moreover, we have $|C_0| \ge \frac{n}{N} \ge \frac{n}{4\log n}$. 		Hence, we get that with probability $1 - o\left(\frac{1}{np\log n} \right)$, Procedure~\ref{procedure:2cycles} does not output FAILURE when applied to $C, C_i$ with $v_{C_i}, E'_i$ and $q$. 		Taking a union bound over all $N \le 4\log n$ iterations of Procedure~\ref{procedure:factor}, we get that with probability $1 - o\left(\frac{1}{np} \right)$ it does not output FAILURE when applied to $F$ with $\bar{v}, E', q$.",2502.01631
proof,"[Proof of \Cref{lem:keygnrl}] 		By a third moment calculation and using \Cref{lem:moment}, we have 		 		\Pr \left[\sum_{i \in [\delta]} \frac{1}{c_{w,i}} \ge f(n) \right] \le \frac{\mathbb E \left[\left(\sum_{i\in [\delta]}\frac{1}{c_{w,i}} \right)^3 \right]}{f(n)^3} 		= \frac{O\left(p\log^3 n \right)}{\omega \left(np \log^3 n \right)} 		= o\left(\frac{1}{n} \right). 		 		Taking a union bound over all $n$ vertices $w \in V$ finishes the proof.",2502.01631
proof,"Given two subsets $U_1, U_2 \subset [n]$ with $|U_1|, |U_2,| = t$, we have 		\[\Pr\left[e(U_1, U_2) \ge \tfrac{1}{2}t^2 \right] \le \binom{t^2}{t^2/2}p^{t^2/2} \le (2\sqrt{p})^{t^2} < \left(\tfrac{2}{\sqrt{5}} \right)^{t^2}. \] 		Taking a union bound over all pairs of subsets, we get that the probability of having a pair of subsets $(U_1, U_2)$ with $|U_1|=|U_2|=t = \omega(\log n)$ and $e(U_1, U_2) \ge \frac{1}{2}|U_1||U_2|$ is at most 		\[\binom{n}{t}^2 \left(\tfrac{2}{\sqrt{5}} \right)^{t^2} \le n^{2t} \left(\tfrac{2}{\sqrt{5}} \right)^{t^2} = o(1). \qedhere \]",2502.01631
