text_a,text_b,label_real,prediccio,similitud
"We first study the asymptotic behavior of the positive solution to $P(t)=0$ in \eqref{cubicpoly}.  The positive solution $t_0>0$ to   - k  - \frac{3}{2} t^{-1} + \lambda^2 t^{-2} - \frac{2\beta v D}{x_{c_3} + \beta v D t} = 0  satisfies     t_0 =  k^{-\frac{1}{2}}\lambda - \frac{7}{4}k^{-1} + \frac{\sqrt{k}}{\sqrt{k}+\beta\sqrt{vD}}k^{-1}  + O\left(\lambda^{-1}\right) \quad \mbox{as} \quad \lambda \gg 1.     Define $\tilde{t}>0$ as the positive solution to $$ -k  - \frac{3}{2} t^{-1} + \lambda^2 t^{-2} =0. $$ Then we obtain   \tilde{t} = \frac{1}{2k} \left( \left[ 4k\lambda^2 + \left(\frac{3}{2}\right)^2 \right]^\frac{1}{2} - \frac{3}{2}  \right)  = k^{-\frac{1}{2}}\lambda - \frac{3}{4}k^{-1} + O\left( \lambda^{-1} \right)    as $\lambda \gg 1$. Set $t_0 := \tilde{t} + \varepsilon$ with $\varepsilon = o(\lambda)$ as $\lambda \gg 1$. By \eqref{betazeroeq}, we obtain   P(t_0) &= - k  - \frac{3}{2} \left(\tilde{t} + \varepsilon\right)^{-1} + \lambda^2 \left(\tilde{t} + \varepsilon\right)^{-2}  - 2\beta v D  \left( x_{c_3} + \beta v D [\tilde{t} + \varepsilon]\right)^{-1} \\  &=  -2\beta v D \left( x_{c_3} + \beta v D \tilde{t} \right)^{-1}  + \left[ -2 \lambda^2 \tilde{t}^{-3} + \frac{3}{2}\tilde{t}^{-2} + 2(\beta v D)^2  \left( x_{c_3} + \beta v D \tilde{t} \right)^{-2}\right]\varepsilon +  O\left( \lambda^{-2}\varepsilon^2 \right) \\   &= 0.   This together with  \eqref{defk} and \eqref{betazeroasymp} implies that   \varepsilon &= \frac{2\beta v D}{ x_{c_3} + \beta v D \tilde{t}} \times \frac{1}{-2 \lambda^2 \tilde{t}^{-3} + \frac{3}{2}\tilde{t}^{-2} + 2(\beta v D)^2  \left( x_{c_3} + \beta v D \tilde{t} \right)^{-2}} + \cdots \\  &= -\frac{\beta v D}{ x_{c_3} + \beta v D \tilde{t}} \times \frac{\tilde{t}^3}{\lambda^2} +  O\left( \lambda^{-1} \right) \quad \mbox{as} \quad \lambda \gg 1.   Note that $x_{c_3} \sim \sqrt{vD} \lambda$.  By \eqref{betazeroasymp}, the dominant part of $\varepsilon$ is    -\frac{\beta v D}{ x_{c_3} + \beta v D \tilde{t}} \times \frac{\tilde{t}^3}{\lambda^2}  &= -\frac{\beta v D}{ \sqrt{vD} + \beta v D k^{-\frac{1}{2}}} k^{-\frac{3}{2}} +  O\left( \lambda^{-1} \right)\\ &= -\frac{\beta\sqrt{vD}}{\sqrt{k} + \beta\sqrt{vD}}k^{-1}  +  O\left( \lambda^{-1} \right) \quad \mbox{as} \quad \lambda \gg 1.   Then we obtain the asymptotic expansion    t_0 &= \tilde{t} + \varepsilon  =  k^{-\frac{1}{2}}\lambda - \frac{3}{4}k^{-1} - \frac{\beta\sqrt{vD}}{\sqrt{k} + \beta\sqrt{vD}}k^{-1} +  O\left( \lambda^{-1} \right) \\ &=  k^{-\frac{1}{2}}\lambda - \frac{7}{4}k^{-1} + \frac{\sqrt{k}}{\sqrt{k}+\beta\sqrt{vD}}k^{-1}  +  O\left( \lambda^{-1} \right) \quad \mbox{as} \quad \lambda \gg 1,   and the proof of Proposition \ref{ellzero} is complete.","[\textbf{Main Theorem}]     If Assumptions \ref{asp:g1} and \ref{asp:g2} are satisfied, equation \eqref{eq:g1}~(and equation \eqref{eqg:2}) has a unique classical solution in function class $\Gamma'$, and this solution is in function class $\Gamma''$. If Assumptions \ref{asp:g1}, \ref{asp:g2} and \ref{asp:g3} are satisfied, equation \eqref{eq:g1}~(and equation \eqref{eqg:2}) has a unique week solution, and this weak solution is in function class $\Gamma$.",0.0,1,0.5672836899757385
"Fix $\ell_1,\ell_2 \in \mathbb N$. For $n\geq \ell_1+\ell_2$,  consider $\mathrm t_1,\mathrm t_2$ two trees with vertices in $\{1,\ldots,n\}$ and no common vertices, with respective sizes $\ell_1,\ell_2$. Then for every stopping time $T>0$,  && \mathbb P\left(\mathrm t_1,\mathrm t_2 \text{ connect during the process to give a tree of size }\ell_1+\ell_2 \; | \; \mathrm t_1,\mathrm t_2 \text{ are c.c. of } \mathcal {F}_{p,n}(T)\right) \\ &\leq& \frac{\ell_1\ell_2}{p(n-1)}.","[Satz II.9 in \cite{HofmeisterThesis}] 	Let $G$ be a simple, non-regular graph with maximum weighted degree $d_{\max}$. It holds that $q=\infty$ if and only if $G$ is disconnected and one component of $G$ is a clique of weighted size $d_{\max}+1$.",0.0,1,0.5838770270347595
The optimization problems \eqref{eq:D1} and \eqref{eq:D1equiv} are equivalent.,"If the matrix pair \eqref{eq61} is detectable, then $(\tilde{A}, \tilde{B}_{2})$ is stabilizable.",0.0,1,0.5975976586341858
"%    Assume influencers of every $i\in \mathcal{V}_R$, defined by $\mathcal{N}_i$, are assigned such that  %     %         \left(\bigwedge_{l\in \mathcal{M}}\bigwedge_{i\in \mathcal{V}_{l}}\left(\mathcal{N}_i\subset \mathcal{W}_{l}\right)\right). %      %    Then, matrix  $\bar{\mathbf{A}}\in \mathbb{R}^{N_R\times N_R}$ is reducible and obtained by %      %         \bar{\mathbf{A}}= %             \bar{\mathbf{A}}_{11}&\cdots&\mathbf{0}\\ %             \vdots&\ddots&\vdots\\ %             \bar{\mathbf{A}}_{M1}&\cdots&\bar{\mathbf{A}}_{MM}\\ %          %         . %      %","[Generalized variational expressions] Let $\mathcal{X}$ be an operator space. Then for $1\leq p\leq q\leq \infty$ and $\frac{1}{r}=\frac{1}{p}-\frac{1}{q}$, the following variational formulas hold for any $X\in \mathcal{S}_p[\mathcal{H},\mathcal{X}],\mathcal{S}_q[\mathcal{H},\mathcal{X}]$ respectively:  \operatorname{(i)}\qquad&\|X\|_{\mathcal{S}_p[\mathcal{H},\mathcal{X}]}=\inf_{\substack{X=FYG\\F,G\in \mathcal{S}_{2r}(\mathcal{H}), Y\in\mathcal{S}_q[\mathcal{H}, \mathcal{X}] }} \|F\|_{2r} \|Y\|_{\mathcal{S}_q[\cH,\mathcal{X}]}\|G\|_{2r}\\ \operatorname{(ii)}\qquad &\|X\|_{\mathcal{S}_q[\mathcal{H},\mathcal{X}]} = \sup_{F,G\in \mathcal{S}_{2r}(\mathcal{H})}\|F\|_{2r}^{-1}\|FXG\|_{\mathcal{S}_p[\mathcal{H},\mathcal{X}]}\|G\|_{2r}^{-1}\,.",0.0,1,0.6542553305625916
"Let $k$ and $r$ be non-negative integers.  If $(\g,z,x,\psi)$ is a minimal $(k,r)$-counter\-example, then either $\tau(v)>0$ for every $v\in V(\g)\setminus\{x,z\}$ and $\psi$ directs all edges not incident with $x$ away from $z$, or $\tau(v)<0$ for every $v\in V(\g)\setminus\{x,z\}$ and $\psi$ directs all edges not incident with $x$ towards $z$.","[\cite{BG16}]   Let \( 1 \leq p \leq 2 \). For every \( n \)-point set \( S \subset \ell_{p} \), and for every range parameter \( R > 1 \), there exists an \( R \)-range preserving embedding \( f : S \rightarrow \ell_{p}^{k} \) with distortion \( 1 + \epsilon \), such that $k = O\left(\frac{R^{O(1/\epsilon)} \cdot \log n}{\epsilon}\right)$.",0.0,1,0.528130054473877
"For each $x\in X$, it holds that 			 				\mc{K}(x) = \bigcup\limits_{J\in \mc{P}}\mathcal{K}_{J}(x).","If \((P,\le)\) is a finite  anti-chain, then the quotient poset \((\Pqu, \pqurel)\) is equal to \((\Ppairs, \transerel)\) and thus an antichain.  If \(P\) is a finite chain, then \((\Pqu, \pqurel)\) is a two-element chain.  For other finite \(P\), \((\Pqu, \pqurel)\) has a unique minimal element \(\hat{0}\) and a unique maximal element \(\hat{1}\), and some other elements in between.",0.0,1,0.6682571172714233
"For all $t<1/2$, $G_{p,n}(\lfloor nt\rfloor)=O_{\mathbb P}(1)$.","Define the ``path with double fork"" graph $A_N$ on $N+4$ nodes, consisting of a path graph $G$ on $N$ nodes, with two nodes connected to the end of the path and another two nodes attached to the other end of the path. We find that $q \approx 2.36864$, independent of $N$.",0.0,1,0.5199040770530701
"For the \textbf{wheel graph} $W_N$ on $N$ nodes, the SDE $q = 2 + o(1)$ for $N\to\infty$.","As $n\to \infty$, uniformly over $m\in \big[0,H_{D_{\varepsilon,A}}\big)$, one has 		$$\left\vert\mathbb{E}\left[\Delta \tilde{G}^{(\varepsilon)}_{p,n}(m) | {\mathbf{F}}^{(\varepsilon)}_{p,n}(m)  \right] - 		F_{\varepsilon}\left(\frac{m}{n},\frac{\tilde{G}^{(\varepsilon)}_{p,n}(m)}{n},\frac{\tilde{D}^{(\varepsilon)}_{p,n}(m)}{n}\right)\right\vert\leq \lambda(n)$$  		for a deterministic function $\lambda(n){=}o(1)$.",0.0,1,0.6875234842300415
"If \(P=C_{n}\) is a chain with \(n\) elements, which w.l.o.g. may be taken to be \(\{1,\dots,n\}\), with the natural order, then the elements of \((\Ppairs, \transerel)\) are \(\{(i,j) \mid i \neq j\}\), and the resulting poset is ranked with rank function  r((i,j)) =    n - i + j  & i > j \\   n - i + j - 1 & i < j   The cover relations are  \item \((i,j) \lessdot (i,j+1)\) and \((i,j) \lessdot (i-1,j)\), when \(i > j\), \(r((i,j)) < n - 1\), \item \((i,j) \lessdot (i,j+2)\), if \(j+2 \le n\), and \((i,j) \lessdot (i-2,j)\), if \(i-2 \ge 1\), when \(i > j\), \(r((i,j)) < n - 1\), \item \((i,j) \lessdot (i,j+1)\), if \(j+1 \le n\), and \((i,j) \lessdot (i-1,j)\), if \(i \ge 1\), when \(i < j\).","When $p_0, p_1 \geq \frac{1}{2}$, the optimal policy choices at the two states are:              \item $b \in [0, b_l) $                                        a_0 = p_0, ~ a_1 = \eta_1^{-}(b), &\mbox{if}~ |\frac{1}{2} - p_1 | \geq |\frac{1}{2} - p_0 |\\                 a_0 = \eta_0^{-}(b), ~ a_1 = p_1, &\mbox{if} ~ |\frac{1}{2} - p_1 | < |\frac{1}{2} - p_0 |                                \item $b \in [b_l, b_h)$                       & a_0 = a_1 = -M(\frac{b}{2} - \mathbf{d}_{0}^\gamma p_0 - \mathbf{d}_{1}^\gamma p_1 )                   \item $b \in [b_h, \infty)$                       & a_0 = a_1 = \frac{1}{2}                   where we defined                           b_l & = 2\max\{(1 -\gamma p_0 - \mathbf{d}^{\gamma}_0 )(p_1 - p_0), \notag\\             &\qquad\qquad\qquad (\mathbf{d}^{\gamma}_0 +\gamma p_1)(p_0 - p_1)\}\\ 		b_h & = (2\mathbf{d}^{\gamma}_0 +\gamma)(p_0 - p_1)+2p_1-1\\         M & = \frac{1}{1-\gamma p_0 + \gamma p_1}.",0.0,1,0.6533294320106506
"[Matrix Representation of a Bottleneck Block in ResNet-50] 			The output $ y \in \mathbb{R}^n $ of a bottleneck block in ResNet-50, as illustrated in Figure~\ref{fig:Residual_Block_of_ResNet50}, can be expressed as: 			 			 				y = \sigma \left( V_3 \cdot \tilde{\sigma}_2 \left( V_2 \cdot \tilde{\sigma}_1 \left( V_1 \cdot f \right) \right) \right), 			 			 			where $f \in \mathbb{R}^n$ is the input, and the matrices $V_1$, $V_2$, and $V_3$ are defined as follows: 			 				V_1 =  W_1 \\ I  \in \mathbb{R}^{(d_1 + n) \times n}, \quad 				V_2 =  				 					W_2 & 0 \\ 					0 & I 				 \in \mathbb{R}^{(d_2 + n) \times (d_1 + n)}, \quad 				V_3 =  W_3 & W_s  \in \mathbb{R}^{m \times (d_2 + n)}. 			 			 			Here: $W_1 \in \mathbb{R}^{d_1 \times n}$, $W_2 \in \mathbb{R}^{d_2 \times d_1}$, and $W_3 \in \mathbb{R}^{m \times d_2}$ are the weight matrices of the three convolutional layers in the bottleneck block, $W_s$ is the weight matrix associated with the shortcut, $I \in \mathbb{R}^{n \times n}$ is the identity, and $0$ denotes zero matrices of appropriate dimensions. 			 			The functions $\tilde{\sigma}_1$ and $\tilde{\sigma}_2$ apply the non-linearity $\sigma$ only to specific components, leaving the shortcut components unchanged.","The transitive closure \(\transterel\) of the relation \(\terel\) is the restriction of \(\transerel\) to \(\twoanti{P}\); thus \((\twoanti{P}, \transterel)\) is the induced subposet of \((\Ppairs, \transerel)\). Furthermore, when \(P\) is neither a chain nor an antichain, \((\twoanti{P},  \transterel)\) is isomorphic to \((\Pqu,\pqurel)\) with the top and bottom elements removed.",0.0,1,0.6206120848655701
"Let $L$ be an arbitrary positive integer,   and let $G\leq\Sym(\Omega)$ be a   transitive group given by   a set $S$ of generators.   Let $\mu=\min(L\log n,\log|G|)$.   In time $O(n\mu^2\log n+n|S|\mu)$   we can do one of the following:      \item Establish that $G$ is primitive.   \item Establish that $G$ is imprimitive, finding a     block system for $G$.   \item Compute a nonredundant partial base  $\beta_1,\ldots,\beta_{L+1}$ of size $L+1$,     together with, for each $i=1,\ldots,L+1$, some $g_i\in G^{[i]}\setminus G^{[i+1]}$.","If $\mathcal{M}\cap G_J$ is convex (or more generally - contractible) $\forall G_J$, then $H_k(\Phi(\mathcal{M})) \simeq H_k(\mathcal{M},\mathcal{O}_\Phi)$.",0.0,1,0.8941553235054016
"%Let be given $\lambda>0$ and $y\in H_1$.  Choose $\mu$ such that $\frac{\lambda}{\mu}\in (0,2/\Vert C\Vert^2)$ and the sequence $(\alpha_k)\subset (0,1)$ satisfying $\sum_{k=1}^\infty \alpha_k(1-\alpha_k)=\infty$. We construct the sequence $(u_k)$ as follows %$$ %\bold{Algorithm \;1:} \;\;\;\;\; u_0\in H, \;\;u_{k+1}=(1-\alpha_k)u_k+\alpha_k\mathcal{N}(u_k),\;\;\; k=0, 1,2\ldots. %$$ %Then ($u_k$) converges weakly to a fixed point $u$ of $\mathcal{N}$ and  $J_{\lambda C^T\mathcal{M}C}y=y-\lambda C^T u$.\\ % In addition, if $\inf \alpha_k >0$ then the sequence $(x_k)$ defined by $x_k:=y-\lambda C^T u_k$ converges strongly to  $J_{\lambda C^T\mathcal{M}C}y$. %","\em To get an impression of a typical application of Theorem \ref{main}, consider the case of $m=2$, with the subgraphs corresponding to wedges and triangles. Consider the edge processes defined in Example~\ref{ex:process} with $\alpha\in(0,1)$. Then one can check that both wedge graph (denoted by ${H}_1$) and triangle graph (denoted by ${H}_2$) satisfy \eqref{graph_assumption}, and      &\mathcal{F}_N({H}_1) = N^{2\alpha - 3},\qquad \mathcal{F}_N({H}_2) = N^{3\alpha - 3},\\     &\mathcal{F}^{\rm opt}_N({H}_1) = N^{\alpha - 2},\qquad \mathcal{F}^{\rm opt}_N({H}_2) = N^{\max(\alpha - 2, 3\alpha - 3)}.  {The next step is to describe the sets ${\tt OCS(H_1)}$ and ${\tt OCS(H_2)}$. The first one is easy to find: ${\tt OCS(H_1)} = \{g_1\}$, where $g_1$ is an edge. However, for the second one we need to distinguish three cases:}      \item[$\circ$]{If $\alpha\in(0,1/2)$ then ${\tt OCS}({H}_2) = \{g_1\}$},     \item[$\circ$]{If $\alpha=1/2$ then ${\tt OCS}({H}_2) = \{g_1,g_2\}$},     \item[$\circ$]{If $\alpha\in(1/2,1)$ then ${\tt OCS}({H}_2) = \{g_2\}$},  where $g_2$ is a triangle. It is readily verified  that      \mathcal{A}({H}_1) = 2,\qquad \mathcal{A}({H}_2) = 6,\qquad \mathcal{A}(g_1) = 2,\qquad \mathcal{A}(g_2) = 6,\\     \mathcal{S}({H}_1,g_1) = 2,\qquad \mathcal{S}({H}_2,g_1) = 3,\qquad \mathcal{S}({H}_2,g_2) = 1.  Applying \netheo{main} we obtain that, as $N\to\infty$,      \left(\frac{X_{N,1}(t) - \E{X_{N,1}(t)}}{N^{ 2 - 3\alpha/2}} , \frac{X_{N,2}(t) - \E{X_{N,2}(t)}}{N^{\max(2-5\alpha/2,\, 3/2 - 3\alpha/2)}}\right)^{\top}\to (X_1(t),X_2(t))^{\top},  where      X_1(t) &= \frac{2\sqrt{2}}{2}\frac{\lambda_{\rm off}}{\lambda_{\rm on}}X_1^{\star}(t),\\     X_2(t) &= \mathbb{I}\{\alpha\leqslant 1/2\}\frac{3\sqrt{2}}{6}\left(\frac{\lambda_{\rm off}}{\lambda_{\rm on}}\right)^2X_1^{\star}(t) + \mathbb{I}\{\alpha\geqslant 1/2\}\frac{\sqrt{6}}{6}X^{\star}_2(t);  the coefficients in these expressions can be simplified in the obvious manner, and $X_1^{\star}(\cdot)$ and $X_2^{\star}(\cdot)$ are two independent centered Gaussian processes, characterized via the covariance functions      \operatorname{Cov}(X_1^{\star}(s),X_{1}^{\star}(t)) &= \frac{\lambda_{\rm off}}{\lambda_{\rm on}}e^{-\lambda_{\rm on}\abs{s-t}},\\     \operatorname{Cov}(X_2^{\star}(s),X_{2}^{\star}(t)) &= \left(\frac{\lambda_{\rm off}}{\lambda_{\rm on}}\right)^{3}e^{-3\lambda_{\rm on}\abs{s-t}},  respectively. In particular, for $\alpha<1/2$ we have that processes {$X_1(\cdot)$} and {$X_2(\cdot)$} are perfectly correlated, whereas for $\alpha>1/2$ they are independent. {In case $\alpha=1/2$, the processes {$X_1(\cdot)$} and {$X_2(\cdot)$} are positively but not perfectly correlated.} \hfill$\clubsuit$",0.0,1,0.6631187200546265
"Remaining within assumptions \ref{a4}, let $\mathcal X = \R^n$, and $\Phi$ be the flow of the control-linear vector field \[f_t(\mathrm x) = \sum_{k=1}^m f^k(\mathrm x) \, u_k(t),\] where $f^k\colon \R^n \to \R^n$ are bounded and Lipschitz, and $u =(u_1, u_2, \ldots, u_m) \in L^\infty(I;U)$ with a compact $U \subset \R^m$.  Then, any function $\phi \in C^1(\R^n) \cap C_b(\R^n)$ with a bounded gradient belongs to $C^{1\text{-}\Phi}(\R^n)$.   This conjecture follows from the fact that operators $\mathfrak{L}_t$ act on elements $\phi \in \bm{\mathcal D}$ as the usual Lie derivatives, $\mathfrak{L}_t \phi = \sum u_k(t)\, \nabla \phi \cdot f^k $, which meet the condition \eqref{Ls} due to the obvious estimate: \[      \int_t^{t+h}\big\|[\mathfrak{L}_s- \mathfrak{L}_t]{\phi}\big\|_{\bm X} \d s \leq \|\nabla \phi\|_{\bm X}\,\max_{k}\|f^k\|_\infty \sum_k \int_t^{t+h}\big|u_k(s)- u_k(t)\big| \d s \] and Lebesgue's differentiation theorem.","Let $S_1$ and $S_2$ be non-negative initial conditions, and $u_k \in U$. Then, $(0, \Bar{S_2}(t))$ is the unique positive $\tau$-periodic, $S_1$-free solution of system \eqref{eq:equation_1}-\eqref{eq:equation_2}.",0.0,1,0.5274592638015747
