title,id,abstract,categories,doi,created,updated,authors,affiliation,url
the number of smooth varieties in an mmp on a 3-fold of fano type,2502.01370,"in this paper, we prove that for a threefold of fano type $x$ and a movable $\mathbb{q}$-cartier weil divisor $d$ on $x$, the number of smooth varieties that arise during the running of a $d$-mmp is bounded by $1 + h^1(x, 2d)$. additionally, we prove a partial converse to the kodaira vanishing theorem for a movable divisor on a threefold of fano type.",math.ag,,2025-02-03,2025-02-04,['donghyeon kim'],[],https://arxiv.org/abs/2502.01370
towards stable second-kind boundary integral equations for transient   wave problems,2502.01374,"in this paper, we discuss the stable discretisation of the double layer boundary integral operator for the wave equation in $1d$. for this, we show that the boundary integral formulation is $l^2$-elliptic and also inf-sup stable in standard energy spaces. this turns out to be a particular case of a recent result on the inf-sup stability of boundary integral operators for the wave equation and contributes to its further understanding. moreover, we present the first bem discretisations of second-kind operators for the wave equation for which stability is guaranteed and a complete numerical analysis is offered. we validate our theoretical findings with numerical experiments.",math.na cs.na,,2025-02-03,,"['daniel hoonhout', 'carolina urzúa-torres']",[],https://arxiv.org/abs/2502.01374
local asymptotics for hitchin's equations and high energy harmonic maps,2502.01395,we find new estimates and a new asymptotic decoupling phenomenon for solutions to hitchin's self-duality equations at high energy. these generalize previous results for generically regular semisimple higgs bundles to arbitrary higgs bundles. we apply our estimates to the hitchin wkb problem and to high energy harmonic maps to symmetric spaces and buildings.,math.dg,,2025-02-03,,"['nathaniel sagman', 'peter smillie']",[],https://arxiv.org/abs/2502.01395
can message-passing gnn approximate triangular factorizations of sparse   matrices?,2502.01397,"we study fundamental limitations of graph neural networks (gnns) for learning sparse matrix preconditioners. while recent works have shown promising results using gnns to predict incomplete factorizations, we demonstrate that the local nature of message passing creates inherent barriers for capturing non-local dependencies required for optimal preconditioning. we introduce a new benchmark dataset of matrices where good sparse preconditioners exist but require non-local computations, constructed using both synthetic examples and real-world matrices. our experimental results show that current gnn architectures struggle to approximate these preconditioners, suggesting the need for new architectural approaches beyond traditional message passing networks. we provide theoretical analysis and empirical evidence to explain these limitations, with implications for the broader use of gnns in numerical linear algebra.",cs.lg cs.ai cs.na math.na,,2025-02-03,,"['vladislav trifonov', 'ekaterina muravleva', 'ivan oseledets']",[],https://arxiv.org/abs/2502.01397
generators of the algebraic symplectic bordism ring,2502.01404,"algebraic symplectic cobordism is the universal symplectically oriented cohomology theory for schemes, represented by the motivic commutative ring spectrum $\text{msp}$ constructed by panin and walter. the graded algebraic diagonal $\text{msp}^*$ of the coefficient ring of $\text{msp}$ is unknown. through a symplectic version of the pontryagin-thom construction, one can associate any symplectic variety $x$ with a symplectic class $[x]_\text{msp}$ in $\text{msp}^{-\text{dim} x}$. still, the problem in using these classes to study the ring $\text{msp}^*$ is the paucity of non-trivial examples of symplectic varieties. we modify this construction to obtain elements in $\text{msp}^*$ from a large family of varieties that are not symplectic but carry a certain ""symplectic twist"". then, using a strategy relying on the adams spectral sequence for $\text{msp}$, we find a criterion to select generators among these classes, after taking a completion along the motivic hopf map $\eta$.",math.ag,,2025-02-03,2025-02-11,['pietro gigli'],[],https://arxiv.org/abs/2502.01404
partitions with prescribed sum of reciprocals: computational results,2502.01409,"for a positive rational $\alpha$, call a set of distinct positive integers $\{a_1, a_2, \ldots, a_r\}$ an $\alpha$-partition of $n$, if the sum of the $a_i$ is equal to $n$ and the sum of the reciprocals of the $a_i$ is equal to $\alpha$. define $n_{\alpha}$ to be the smallest positive integer such that for all $n \ge n_{\alpha}$ an $\alpha$-partition of $n$ exists and, for a positive integer $m \ge 2$, define $n_m$ to be the smallest positive integer such that for all $n \ge n_m$ a $1$-partition of $n$ exists where $m$ does not divide any of the $a_i$. in this paper we determine $n_m$ for all $m \ge 2$, and find the set of all $\alpha$ such that $n_{\alpha} \le 100$.",math.nt,,2025-02-03,,['wouter van doorn'],[],https://arxiv.org/abs/2502.01409
on finite convergence and minimizer extraction in moment relaxations   with correlative sparsity,2502.01410,"we provide a new sufficient condition to detect the finite convergence of moment relaxations of polynomial optimization problems with correlative sparsity. the condition requires that certain moment matrices in the relaxation admit a flat extension, and that the variable cliques used to construct the relaxation satisfy a `running intersection' property. the proof also reveals an algorithm to extract at least as many minimizers for the original polynomial optimization problem as the smallest rank of the moment matrices in its relaxation. the necessity of the running intersection property is demonstrated with an illustrative example.",math.oc,,2025-02-03,,"['giovanni fantuzzi', 'federico fuentes']",[],https://arxiv.org/abs/2502.01410
moduli of sheaves on ribbons,2502.01412,"we study the geometry of the moduli stack of torsion-free sheaves on ribbons. we introduce a stratification of the stack by the complete type of the sheaves, and we investigate the geometric properties of the strata and their closure relation, and which strata intersect the (semi)stable locus. then we describe the irreducible components of the stack, by revealing an interesting trichotomy between fano, calabi-yau and canonically polarized cases. finally, we compute the tangent space of the moduli stack at a given sheaf.",math.ag,,2025-02-03,2025-03-04,"['michele savarese', 'filippo viviani']",[],https://arxiv.org/abs/2502.01412
numerical reconstruction of orders in coupled systems of subdiffusion   equations,2502.01413,"in this paper, we develop a numerical algorithm for an inverse problem on determining fractional orders of time derivatives simultaneously in a coupled subdiffusion system. following the theoretical uniqueness, we reformulate the order inverse problem as a discrete minimization problem, so that we derive a concise gauss-newton iterative method. abundant numerical tests demonstrate the efficiency and accuracy of the proposed algorithm.",math.na cs.na,,2025-02-03,,['yikan liu'],[],https://arxiv.org/abs/2502.01413
the fibonacci zeta function and modular forms,2502.01415,we show that a family of dirichlet series generalizing the fibonacci zeta function $\sum f(n)^{-s}$ has meromorphic continuation in terms of dihedral $\mathrm{gl}(2)$ maass forms.,math.nt,,2025-02-03,,"['eran assaf', 'chan ieong kuan', 'david lowry-duda', 'alexander walker']",[],https://arxiv.org/abs/2502.01415
assessing the use of diffusion models for motion artifact correction in   brain mri,2502.01418,"magnetic resonance imaging generally requires long exposure times, while being sensitive to patient motion, resulting in artifacts in the acquired images, which may hinder their diagnostic relevance. despite research efforts to decrease the acquisition time, and designing efficient acquisition sequences, motion artifacts are still a persistent problem, pushing toward the need for the development of automatic motion artifact correction techniques. recently, diffusion models have been proposed as a solution for the task at hand. while diffusion models can produce high-quality reconstructions, they are also susceptible to hallucination, which poses risks in diagnostic applications. in this study, we critically evaluate the use of diffusion models for correcting motion artifacts in 2d brain mri scans. using a popular benchmark dataset, we compare a diffusion model-based approach with state-of-the-art methods consisting of unets trained in a supervised fashion on motion-affected images to reconstruct ground truth motion-free images. our findings reveal mixed results: diffusion models can produce accurate predictions or generate harmful hallucinations in this context, depending on data heterogeneity and the acquisition planes considered as input.",eess.iv cs.cv cs.lg cs.na math.na,,2025-02-03,,"['paolo angella', 'vito paolo pastore', 'matteo santacesaria']",[],https://arxiv.org/abs/2502.01418
fluid limit and gelation in the frozen erd\h{o}s-r\'enyi random graph,2502.01424,"the frozen erd\h{o}s-r\'enyi random graph is a variant of the standard dynamical erd\h{o}s-r\'enyi random graph that prevents the creation of the giant component by freezing the evolution of connected components with a unique cycle. the formation of multicyclic components is forbidden, and the growth of components with a unique cycle is slowed down, depending on a parameter $p\in [0,1]$ that quantifies the slowdown. at the time when all connected components of the graph have a (necessary unique) cycle, the graph is entirely frozen and the process stops. in this paper we study the fluid limit of the main statistics of this process, that is their functional convergence as the number of vertices of the graph becomes large and after a proper rescaling, to the solution of a system of differential equations. our proofs are based on an adaption of wormald's differential equation method. we also obtain, as a main application, a precise description of the asymptotic behavior of the first time when the graph is entirely frozen.",math.pr,,2025-02-03,,"['bénédicte haas', 'vincent viau']",[],https://arxiv.org/abs/2502.01424
non-integrability of the $n$-body problem,2502.01426,we prove that the classical planar $n$-body problem when restricted to a common level of the energy and the angular momentum is not integrable except the case when both values these integrals are zero.,math-ph math.mp,,2025-02-03,,"['andrzej j. maciejewski', 'maria przybylska', 'thierry combot']",[],https://arxiv.org/abs/2502.01426
regularity and positivity of solutions of the consensus-based   optimization equation: unconditional global convergence,2502.01434,"introduced in 2017 \cite{b1-pinnau2017consensus}, consensus-based optimization (cbo) has rapidly emerged as a significant breakthrough in global optimization. this straightforward yet powerful multi-particle, zero-order optimization method draws inspiration from simulated annealing and particle swarm optimization. using a quantitative mean-field approximation, cbo dynamics can be described by a nonlinear fokker-planck equation with degenerate diffusion, which does not follow a gradient flow structure.   in this paper, we demonstrate that solutions to the cbo equation remain positive and maintain full support. building on this foundation, we establish the { unconditional} global convergence of cbo methods to global minimizers. our results are derived through an analysis of solution regularity and the proof of existence for smooth, classical solutions to a broader class of drift-diffusion equations, despite the challenges posed by degenerate diffusion.",math.ap,,2025-02-03,,"['massimo fornasier', 'lukang sun']",[],https://arxiv.org/abs/2502.01434
alternating direction method of multipliers for polynomial optimization,2502.01439,"multivariate polynomial optimization is a prevalent model for a number of engineering problems. from a mathematical viewpoint, polynomial optimization is challenging because it is non-convex. the lasserre's theory, based on semidefinite relaxations, provides an effective tool to overcome this issue and to achieve the global optimum. however, this approach can be computationally complex for medium and large scale problems. for this motivation, in this work, we investigate a local minimization approach, based on the alternating direction method of multipliers, which is low-complex, straightforward to implement, and prone to decentralization. the core of the work is the development of the algorithm tailored to polynomial optimization, along with the proof of its convergence. through a numerical example we show a practical implementation and test the effectiveness of the proposed algorithm with respect to state-of-the-art methodologies.",math.oc cs.sy eess.sy,,2025-02-03,,"['v. cerone', 's. m. fosson', 's. pirrera', 'd. regruto']",[],https://arxiv.org/abs/2502.01439
a database of rigorous maass forms,2502.01442,we announce a database of rigorously computed maass forms on congruence subgroups $\gamma_0(n)$ and briefly describe the methods of computation.,math.nt,,2025-02-03,,['david lowry-duda'],[],https://arxiv.org/abs/2502.01442
higher-degree holomorphic contact structures,2502.01447,"we introduce the classes of holomorphic $p$-contact manifolds and holomorphic $s$-symplectic manifolds that generalise the classical holomorphic contact and holomorphic symplectic structures. after observing their basic properties and exhibiting a wide range of examples, we give three types of general conceptual results involving the former class of manifolds: structure theorems; hyperbolicity results; unobstructedness theorems, generalising to our context the classical bogomolov-tian-todorov theorem, for two types of small deformations of complex structures that generalise the small essential deformations previously introduced for the iwasawa manifold and for calabi-yau page-$1$-$\partial\bar\partial$-manifolds.",math.dg math.ag math.cv,,2025-02-03,,"['hisashi kasuya', 'dan popovici', 'luis ugarte']",[],https://arxiv.org/abs/2502.01447
flow-critical graphs,2502.01451,"lov\'{a}sz et al. proved that every $6$-edge-connected graph has a nowhere-zero $3$-flow. in fact, they proved a more technical statement which says that there exists a nowhere zero $3$-flow that extends the flow prescribed on the incident edges of a single vertex $z$ with bounded degree. we extend this theorem of lov\'{a}sz et al. to allow $z$ to have arbitrary degree, but with the additional assumption that there is another vertex $x$ with large degree and no small cut separating $x$ and $z$. using this theorem, we prove two results regarding the generation of minimal graphs with the property that prescribing the edges incident to a vertex with specific flow does not extend to a nowhere-zero $3$-flow. we use this to further strengthen the theorem of lov\'{a}sz et al., as well as make progress on a conjecture of li et al.",math.co,,2025-02-03,2025-02-10,"['arnbjörg soffía árnadóttir', 'zdeněk dvořák', 'bernard lidický', 'benjamin moore', 'evelyne smith-roberge', 'robert šámal']",[],https://arxiv.org/abs/2502.01451
cheeger deformations for lie groupoid actions,2502.01460,we give an extension of cheeger's deformation techniques for smooth lie group actions on manifolds to the setting of singular riemannian foliations induced by lie groupoids actions. we give an explicit description of the sectional curvature of our generalized cheeger deformation.,math.dg,,2025-02-03,,['diego corro'],[],https://arxiv.org/abs/2502.01460
predicting symmetries of quantum dynamics with optimal samples,2502.01464,"identifying symmetries in quantum dynamics, such as identity or time-reversal invariance, is a crucial challenge with profound implications for quantum technologies. we introduce a unified framework combining group representation theory and subgroup hypothesis testing to predict these symmetries with optimal efficiency. by exploiting the inherent symmetry of compact groups and their irreducible representations, we derive an exact characterization of the optimal type-ii error (failure probability to detect a symmetry), offering an operational interpretation for the quantum max-relative entropy. in particular, we prove that parallel strategies achieve the same performance as adaptive or indefinite-causal-order protocols, resolving debates about the necessity of complex control sequences. applications to the singleton group, maximal commutative group, and orthogonal group yield explicit results: for predicting the identity property, z-symmetry, and t-symmetry of unknown qubit unitaries, with zero type-i error and type-ii error bounded by $\delta$, we establish the explicit optimal sample complexity which scales as $\mathcal{o}(\delta^{-1/3})$ for identity testing and $\mathcal{o}(\delta^{-1/2})$ for t/z-symmetry testing. these findings offer theoretical insights and practical guidelines for efficient unitary property testing and symmetry-driven protocols in quantum information processing.",quant-ph cs.it math.it,,2025-02-03,,"['masahito hayashi', 'yu-ao chen', 'chenghong zhu', 'xin wang']",[],https://arxiv.org/abs/2502.01464
nearly parallel helical vortex filaments in the three dimensional euler   equations,2502.01470,"klein, majda, and damodaran have previously developed a formalized asymptotic motion law describing the evolution of nearly parallel vortex filaments within the framework of the three-dimensional euler equations for incompressible fluids. in this study, we rigorously justify this model for two configurations: the central configuration consisting of regular polygons of $n$ helical-filaments rotating with constant speed, and the central configurations of $n+1$ vortex filaments, where an $n$-polygonal central configuration surrounds a central straight filament.",math.ap,,2025-02-03,2025-02-13,"['ignacio guerra', 'monica musso']",[],https://arxiv.org/abs/2502.01470
on the uncertainty of a simple estimator for remote source monitoring   over aloha channels,2502.01482,"efficient remote monitoring of distributed sources is essential for many internet of things (iot) applications. this work studies the uncertainty at the receiver when tracking two-state markov sources over a slotted random access channel without feedback, using the conditional entropy as a performance indicator, and considering the last received value as current state estimate. we provide an analytical characterization of the metric, and evaluate three access strategies: (i) maximizing throughput, (ii) transmitting only on state changes, and (iii) minimizing uncertainty through optimized access probabilities. our results reveal that throughput optimization does not always reduce uncertainty. moreover, while reactive policies are optimal for symmetric sources, asymmetric processes benefit from mixed strategies allowing transmissions during state persistence.",cs.it math.it,,2025-02-03,,['andrea munari'],[],https://arxiv.org/abs/2502.01482
deep learning adaptive model predictive control of fed-batch   cultivations,2502.01488,"bioprocesses are often characterised by nonlinear and uncertain dynamics, posing particular challenges for model predictive control (mpc) algorithms due to their computational demands when applied to nonlinear systems. recent advances in optimal control theory have demonstrated that concepts from convex optimisation, tube mpc, and differences of convex functions (dc) enable efficient, robust online process control. our approach is based on dc decompositions of nonlinear dynamics and successive linearisations around predicted trajectories. by convexity, the linearisation errors have tight bounds and can be treated as bounded disturbances within a robust tube mpc framework. we describe a systematic, data-driven method for computing dc model representations using deep learning neural networks with a special convex structure, and explain how the resulting mpc optimisation can be solved using convex programming. for the problem of maximising product formation in a cultivation with uncertain model parameters, we design a controller that ensures robust constraint satisfaction and allows online estimation of unknown model parameters. our results indicate that this method is a promising solution for computationally tractable, robust mpc of bioprocesses.",math.oc,,2025-02-03,2025-02-04,"['niels krausch', 'martin doff-sotta', 'mark cannon', 'peter neubauer', 'mariano nicolas cruz bournazou']",[],https://arxiv.org/abs/2502.01488
finiteness of formal pushforwards,2502.01504,"under mild hypotheses, given a scheme $u$ and an open subset $v$ whose complement has codimension at least two, the pushforward of a torsion-free coherent sheaf on $v$ is coherent on $u$. we prove an analog of this result in the context of formal schemes over a complete discrete valuation ring. we then apply this to obtain a result about gluing formal functions, where the patches do not cover the entire scheme.",math.ag math.ac,,2025-02-03,,"['david harbater', 'julia hartmann', 'daniel krashen']",[],https://arxiv.org/abs/2502.01504
on depth-zero characters of p-adic groups,2502.01505,"we show new properties of the langlands correspondence for arbitrary tori over local fields. furthermore, we give a detailed analysis of depth-zero characters of reductive p-adic groups, for groups that may be wildly ramified. we present several different definitions of ``depth-zero'' for characters, and show that these notions are in fact equivalent. these results are useful for proving new cases of local langlands correspondences, in particular for depth zero representations.",math.nt math.rt,,2025-02-03,,"['maarten solleveld', 'yujie xu']",[],https://arxiv.org/abs/2502.01505
wrapped gaussian on the manifold of symmetric positive definite matrices,2502.01512,"circular and non-flat data distributions are prevalent across diverse domains of data science, yet their specific geometric structures often remain underutilized in machine learning frameworks. a principled approach to accounting for the underlying geometry of such data is pivotal, particularly when extending statistical models, like the pervasive gaussian distribution. in this work, we tackle those issue by focusing on the manifold of symmetric positive definite matrices, a key focus in information geometry. we introduced a non-isotropic wrapped gaussian by leveraging the exponential map, we derive theoretical properties of this distribution and propose a maximum likelihood framework for parameter estimation. furthermore, we reinterpret established classifiers on spd through a probabilistic lens and introduce new classifiers based on the wrapped gaussian model. experiments on synthetic and real-world datasets demonstrate the robustness and flexibility of this geometry-aware distribution, underscoring its potential to advance manifold-based data analysis. this work lays the groundwork for extending classical machine learning and statistical methods to more complex and structured data.",stat.me cs.lg math.st stat.ml stat.th,,2025-02-03,2025-02-12,"['thibault de surrel', 'fabien lotte', 'sylvain chevallier', 'florian yger']",[],https://arxiv.org/abs/2502.01512
well-posedness of the hodge wave equation on a compact manifold,2502.01514,"in this work, we study the hodge wave equation on a compact orientable manifold. we present the necessary differential geometry language to treat sobolev spaces of differential forms and use these tools to identify a boundary triplet for the problem.   we use this boundary triplet to determine a class of boundary conditions for which the problem is well-posed.",math.ap,,2025-02-03,,['filippo testa'],[],https://arxiv.org/abs/2502.01514
almost almost periodic type $\mathrm{iii}_1$ factors and their   3-cohomology obstructions,2502.01516,"we construct an exemple of a full factor $m$ such that its canonical outer modular flow $\sigma^m : \mathbb{r} \rightarrow \mathrm{out}(m)$ is almost periodic but $m$ has no almost periodic state. this can only happen if the discrete spectrum of $\sigma^m$ contains a nontrivial integral quadratic relation. we show how such a nontrivial relation can produce a 3-cohomological obstruction to the existence of an almost periodic state. to obtain our main theorem, we first strengthen a recent result of bischoff and karmakar by showing that for any compact connected abelian group $k$, every cohomology class in $ h^3(k,\mathbb{t})$ can be realized as an obstruction of a $k$-kernel on the hyperfinite $\mathrm{ii}_1$ factor. we also prove a positive result : if for a full factor $m$ the outer modular flow $\sigma^m : \mathbb{r} \rightarrow \mathrm{out}(m)$ is almost periodic, then $m \otimes r$ has an almost periodic state, where $r$ is the hyperfinite $\mathrm{ii}_1$ factor. finally, we prove a positive result for crossed product factors associated to strongly ergodic actions of hyperbolic groups.",math.oa,,2025-02-03,,['amine marrakchi'],[],https://arxiv.org/abs/2502.01516
"on quivers, spectral networks and black holes",2502.01526,"it was recently found that connection coefficients of the heun equation can be derived in closed form using crossing symmetry in two-dimensional liouville theory via the nekrasov-shatashvili functions. in this work, we systematize this approach to second-order linear odes of fuchsian type, which arise in the description of n = 2, four-dimensional quiver gauge theories. after presenting the general procedure, we focus on the specific case of fuchsian equations with five regular singularities and present some applications to black hole perturbation theory. first, we consider a massive scalar perturbation of the schwarzschild black hole in ads7. next, we analyze vector type perturbations of the reissner-nordstr\""om-ads5 black hole. we also discuss the implications of our results in the context of the ads/cft correspondence and present explicit results in the large spin limit, where we make connection with the light-cone bootstrap. furthermore, using the spectral network technology, we identify the region of the moduli space in seiberg-witten theory that is relevant for the study of black hole quasinormal modes. our results suggest that, in some cases, this region corresponds to the strong-coupling regime, highlighting the potential applicability of the conformal gmn tba framework to address scenarios where the gravitational dictionary implies that the instanton counting parameters are not parametrically small.",hep-th gr-qc math-ph math.mp,,2025-02-03,,"['paolo arnaudo', 'alba grassi', 'qianyu hao']",[],https://arxiv.org/abs/2502.01526
ideal of the variety of flexes of plane cubics,2502.01539,we prove that the variety of flexes of algebraic curves of degree $3$ in the projective plane is an ideal theoretic complete intersection in the product of a two-dimensional and a nine-dimensional projective spaces.,math.ag,,2025-02-03,2025-02-18,['vladimir l. popov'],[],https://arxiv.org/abs/2502.01539
simple expansion sets and non-positive curvature,2502.01544,"an expansion set is a set $\mathcal{b}$ such that each $b \in \mathcal{b}$ is equipped with a set of expansions $\mathcal{e}(b)$. the theory of expansion sets offers a systematic approach to the construction of classifying spaces for generalized thompson groups.   we say that $\mathcal{b}$ is simple if proper expansions are unique when they exist.   we will prove that any given simple expansion set determines a cubical complex with a metric of non-positive curvature. in many cases, the cubical complex will be cat(0). we are thus able to recover proofs that thompsons groups $f$, $t$, and $v$, houghton's groups $h_{n}$, and groups defined by finite similarity structures all act on cat(0) cubical complexes. we further state a sufficient condition for the cubical complex to be locally finite, and show that the latter condition is satisfied in the cases of $f$, $t$, $v$, and $h_{n}$.",math.gr,,2025-02-03,,['daniel farley'],[],https://arxiv.org/abs/2502.01544
reductions in local certification,2502.01551,"local certification is a topic originating from distributed computing, where a prover tries to convince the vertices of a graph $g$ that $g$ satisfies some property $\mathcal{p}$. to convince the vertices, the prover gives a small piece of information, called certificate, to each vertex, and the vertices then decide whether the property $\mathcal{p}$ is satisfied by just looking at their certificate and the certificates of their neighbors. when studying a property $\mathcal{p}$ in the perspective of local certification, the aim is to find the optimal size of the certificates needed to certify $\mathcal{p}$, which can be viewed a measure of the local complexity of $\mathcal{p}$.   a certification scheme is considered to be efficient if the size of the certificates is polylogarithmic in the number of vertices. while there have been a number of meta-theorems providing efficient certification schemes for general graph classes, the proofs of the lower bounds on the size of the certificates are usually very problem-dependent.   in this work, we introduce a notion of hardness reduction in local certification, and show that we can transfer a lower bound on the certificates for a property $\mathcal{p}$ to a lower bound for another property $\mathcal{p}'$, via a (local) hardness reduction from $\mathcal{p}$ to $\mathcal{p}'$. we then give a number of applications in which we obtain polynomial lower bounds for many classical properties using such reductions.",cs.dc cs.dm cs.ds math.co,,2025-02-03,,"['louis esperet', 'sébastien zeitoun']",[],https://arxiv.org/abs/2502.01551
"small eigenvalues of toeplitz operators, lebesgue envelopes and mabuchi   geometry",2502.01554,"we study small eigenvalues of toeplitz operators on polarized complex projective manifolds. for toeplitz operators whose symbols are supported on proper subsets, we prove the existence of eigenvalues that decay exponentially with respect to the semiclassical parameter. we moreover, establish a connection between the logarithmic distribution of these eigenvalues and the mabuchi geodesic between the fixed polarization and the lebesgue envelope associated with the polarization and the non-zero set of the symbol. as an application of our approach, we also obtain analogous results for toeplitz matrices.",math.cv math.dg math.fa math.sp,,2025-02-03,,['siarhei finski'],[],https://arxiv.org/abs/2502.01554
training in reverse: how iteration order influences convergence and   stability in deep learning,2502.01557,"despite exceptional achievements, training neural networks remains computationally expensive and is often plagued by instabilities that can degrade convergence. while learning rate schedules can help mitigate these issues, finding optimal schedules is time-consuming and resource-intensive. this work explores theoretical issues concerning training stability in the constant-learning-rate (i.e., without schedule) and small-batch-size regime. surprisingly, we show that the order of gradient updates affects stability and convergence in gradient-based optimizers. we illustrate this new line of thinking using backward-sgd, which processes batch gradient updates like sgd but in reverse order. our theoretical analysis shows that in contractive regions (e.g., around minima) backward-sgd converges to a point while the standard forward-sgd generally only converges to a distribution. this leads to improved stability and convergence which we demonstrate experimentally. while full backward-sgd is computationally intensive in practice, it highlights opportunities to exploit reverse training dynamics (or more generally alternate iteration orders) to improve training. to our knowledge, this represents a new and unexplored avenue in deep learning optimization.",cs.lg math.ds stat.ml,,2025-02-03,,"['benoit dherin', 'benny avelin', 'anders karlsson', 'hanna mazzawi', 'javier gonzalvo', 'michael munn']",[],https://arxiv.org/abs/2502.01557
superharmonic functions in the upper half space with a nonlocal boundary   condition,2502.01566,"we discuss the existence of positive superharmonic functions $u$ in $\mathbb{r}^n_+=\mathbb{r}^{n-1}\times (0, \infty)$, $n\geq 3$, in the sense $-\delta u=\mu$ for some radon measure $\mu$, so that $u$ satisfies the nonlocal boundary condition $$ \frac{\partial u}{\partial n}(x',0)=\lambda \int\limits_{\mathbb{r}^{n-1}}\frac{u(y',0)^p}{|x'-y'|^k}dy' \quad\mbox{ on }\partial \mathbb{r}^n_+, $$ where $p,\lambda>0$ and $k\in (0, n-1)$. first, we show that no solutions exist if $0<k\leq 1$. next, if $1<k<n-1$, we obtain a new critical exponent given by $p^*=\frac{n-1}{k-1}$ for the existence of such solutions. if $\mu\equiv 0$ we construct an exact solution for $p>p^*$ and discuss the existence of regular solutions, case in which we identify a second critical exponent given by $p^{**}=2\cdot \frac{n-1}{k-1}-1$. our approach combines various integral estimates with the properties of the newly introduced $\alpha$-lifting operator and fixed point theorems.",math.ap,,2025-02-03,,['marius ghergu'],[],https://arxiv.org/abs/2502.01566
spectral estimators for multi-index models: precise asymptotics and   optimal weak recovery,2502.01583,"multi-index models provide a popular framework to investigate the learnability of functions with low-dimensional structure and, also due to their connections with neural networks, they have been object of recent intensive study. in this paper, we focus on recovering the subspace spanned by the signals via spectral estimators -- a family of methods that are routinely used in practice, often as a warm-start for iterative algorithms. our main technical contribution is a precise asymptotic characterization of the performance of spectral methods, when sample size and input dimension grow proportionally and the dimension $p$ of the space to recover is fixed. specifically, we locate the top-$p$ eigenvalues of the spectral matrix and establish the overlaps between the corresponding eigenvectors (which give the spectral estimators) and a basis of the signal subspace. our analysis unveils a phase transition phenomenon in which, as the sample complexity grows, eigenvalues escape from the bulk of the spectrum and, when that happens, eigenvectors recover directions of the desired subspace. the precise characterization we put forward enables the optimization of the data preprocessing, thus allowing to identify the spectral estimator that requires the minimal sample size for weak recovery.",stat.ml cs.it cs.lg math.it math.pr math.st stat.th,,2025-02-03,,"['filip kovačević', 'yihan zhang', 'marco mondelli']",[],https://arxiv.org/abs/2502.01583
re-examining double descent and scaling laws under norm-based capacity   via deterministic equivalence,2502.01585,"we investigate double descent and scaling laws in terms of weights rather than the number of parameters. specifically, we analyze linear and random features models using the deterministic equivalence approach from random matrix theory. we precisely characterize how the weights norm concentrate around deterministic quantities and elucidate the relationship between the expected test error and the norm-based capacity (complexity). our results rigorously answer whether double descent exists under norm-based capacity and reshape the corresponding scaling laws. moreover, they prompt a rethinking of the data-parameter paradigm - from under-parameterized to over-parameterized regimes - by shifting the focus to norms (weights) rather than parameter count.",stat.ml cs.lg math.st stat.th,,2025-02-03,,"['yichen wang', 'yudong chen', 'lorenzo rosasco', 'fanghui liu']",[],https://arxiv.org/abs/2502.01585
downlink beamforming with pinching-antenna assisted mimo systems,2502.01590,"pinching antennas have been recently proposed as a promising flexible-antenna technology, which can be implemented by attaching low-cost pinching elements to dielectric waveguides. this work explores the potential of employing pinching antenna systems (pass) for downlink transmission in a multiuser mimo setting. we consider the problem of hybrid beamforming, where the digital precoder at the access point and the activated locations of the pinching elements are jointly optimized to maximize the achievable weighted sum-rate. invoking fractional programming, a novel low-complexity algorithm is developed to iteratively update the precoding matrix and the locations of the pinching antennas. we validate the proposed scheme through extensive numerical experiments. our investigations demonstrate that using pas the system throughput can be significantly boosted as compared with the conventional fixed-location antenna systems, enlightening the potential of pas as an enabling candidate for next-generation wireless networks.",cs.it eess.sp math.it,,2025-02-03,,"['ali bereyhi', 'saba asaad', 'chongjun ouyang', 'zhiguo ding', 'h. vincent poor']",[],https://arxiv.org/abs/2502.01590
faster adaptive optimization via expected gradient outer product   reparameterization,2502.01594,"adaptive optimization algorithms -- such as adagrad, adam, and their variants -- have found widespread use in machine learning, signal processing and many other settings. several methods in this family are not rotationally equivariant, meaning that simple reparameterizations (i.e. change of basis) can drastically affect their convergence. however, their sensitivity to the choice of parameterization has not been systematically studied; it is not clear how to identify a ""favorable"" change of basis in which these methods perform best. in this paper we propose a reparameterization method and demonstrate both theoretically and empirically its potential to improve their convergence behavior. our method is an orthonormal transformation based on the expected gradient outer product (egop) matrix, which can be approximated using either full-batch or stochastic gradient oracles. we show that for a broad class of functions, the sensitivity of adaptive algorithms to choice-of-basis is influenced by the decay of the egop matrix spectrum. we illustrate the potential impact of egop reparameterization by presenting empirical evidence and theoretical arguments that common machine learning tasks with ""natural"" data exhibit egop spectral decay.",cs.lg math.oc,,2025-02-03,,"['adela depavia', 'vasileios charisopoulos', 'rebecca willett']",[],https://arxiv.org/abs/2502.01594
semi-extraspecial $p$-groups with automorphisms of large order,2502.01598,"in this paper, we consider semi-extraspecial $p$-groups $g$ that have an automorphism of order $|g:g'| - 1$. we prove that these groups are isomorphic to sylow $p$-subgroups of ${\rm su}_3 (p^{2a})$ for some integer $a$. if $p$ is odd, this is equivalent to saying that $g$ is isomorphic to a sylow $p$-subgroup of ${\rm sl}_3 (p^a)$.",math.gr,,2025-02-03,,"['sofia brenner', 'rachel d. camina', 'mark l. lewis']",[],https://arxiv.org/abs/2502.01598
